"year","month","type","currency","V0","V1","V2","V3","page"
2013,"07","出口","万美元","北京",79069.7,82246.5,-3.9,30
2013,"07","出口","万美元","天津",57240.3,57220.3,0,30
2013,"07","出口","万美元","河北",92659.9,80247.9,15.5,30
2013,"07","出口","万美元","山西",5421.6,6280.8,-13.7,30
2013,"07","出口","万美元","内蒙古",18968.8,23654.5,-19.8,30
2013,"07","出口","万美元","辽宁",291009.1,265116.9,9.8,30
2013,"07","出口","万美元","吉林",72184.2,69038.3,4.6,30
2013,"07","出口","万美元","黑龙江",49978,46561,7.3,30
2013,"07","出口","万美元","上海",99775.9,104042.5,-4.1,30
2013,"07","出口","万美元","江苏",185532.9,170445.2,8.9,30
2013,"07","出口","万美元","浙江",285493.6,269150,6.1,30
2013,"07","出口","万美元","安徽",59960,52041.7,15.2,30
2013,"07","出口","万美元","福建",479684.4,406363.7,18,30
2013,"07","出口","万美元","江西",27386.2,22059.7,24.1,30
2013,"07","出口","万美元","山东",858081,827604.4,3.7,30
2013,"07","出口","万美元","河南",72231.5,57291.8,26.1,30
2013,"07","出口","万美元","湖北",97978.5,67239,45.7,30
2013,"07","出口","万美元","湖南",44661.7,36244.2,23.2,30
2013,"07","出口","万美元","广东",422438.9,403157.5,4.8,30
2013,"07","出口","万美元","广西",80378.5,69372.1,15.9,30
2013,"07","出口","万美元","海南",33521.2,35644.3,-6,30
2013,"07","出口","万美元","重庆",17699.6,14591.9,21.3,30
2013,"07","出口","万美元","四川",37361.9,43999.5,-15.1,30
2013,"07","出口","万美元","贵州",11754.3,16558.7,-29,30
2013,"07","出口","万美元","云南",112646.5,99640.3,13.1,30
2013,"07","出口","万美元","西藏",3675.9,2282.1,61.1,30
2013,"07","出口","万美元","陕西",40833.5,41467.4,-1.5,30
2013,"07","出口","万美元","甘肃",16436.3,21193,-22.4,30
2013,"07","出口","万美元","青海",2030.1,1260.2,61.1,30
2013,"07","出口","万美元","宁夏",5220.7,4521.2,15.5,30
2013,"07","出口","万美元","新疆",47977.3,48635.3,-1.4,30
2013,"07","进口","万美元","北京",827990.3,1085556.3,-23.7,31
2013,"07","进口","万美元","天津",319029.2,308991.9,3.2,31
2013,"07","进口","万美元","河北",183519,134294.9,36.7,31
2013,"07","进口","万美元","山西",4704.9,899.6,423,31
2013,"07","进口","万美元","内蒙古",25471.3,15847.6,60.7,31
2013,"07","进口","万美元","辽宁",318452.2,265090.2,20.1,31
2013,"07","进口","万美元","吉林",63439,50112.9,26.6,31
2013,"07","进口","万美元","黑龙江",133790.3,75821,76.5,31
2013,"07","进口","万美元","上海",621404.6,567344.3,9.5,31
2013,"07","进口","万美元","江苏",595058.8,669339.4,-11.1,31
2013,"07","进口","万美元","浙江",304471.5,319846.9,-4.8,31
2013,"07","进口","万美元","安徽",86549.9,59794.7,44.7,31
2013,"07","进口","万美元","福建",320253.7,255272.5,25.5,31
2013,"07","进口","万美元","江西",6663.3,5316.5,25.3,31
2013,"07","进口","万美元","山东",1399569.6,1241673.5,12.7,31
2013,"07","进口","万美元","河南",85808.9,91230.3,-5.9,31
2013,"07","进口","万美元","湖北",19038.6,19650.6,-3.1,31
2013,"07","进口","万美元","湖南",24384.3,21687.1,12.4,31
2013,"07","进口","万美元","广东",813662.5,764005.4,6.5,31
2013,"07","进口","万美元","广西",202349,243360.3,-16.9,31
2013,"07","进口","万美元","海南",7801.3,8278.1,-5.8,31
2013,"07","进口","万美元","重庆",59423.8,43769.4,35.8,31
2013,"07","进口","万美元","四川",22357.6,16446.4,35.9,31
2013,"07","进口","万美元","贵州",242.3,221.9,9.2,31
2013,"07","进口","万美元","云南",97736.9,95048.1,2.8,31
2013,"07","进口","万美元","西藏",39.6,8.7,353.9,31
2013,"07","进口","万美元","陕西",7170,5223,37.3,31
2013,"07","进口","万美元","甘肃",1934.5,1870.5,3.4,31
2013,"07","进口","万美元","青海",59.8,39.8,50.4,31
2013,"07","进口","万美元","宁夏",52.5,73,-28,31
2013,"07","进口","万美元","新疆",40772.8,35871.6,13.7,31
