"year","month","type","currency","V0","V1","V2","V3","page"
2009,"01","出口","万美元","北京",8552.7,15286.2,-44,27
2009,"01","出口","万美元","天津",5973.4,8132.5,-26.5,27
2009,"01","出口","万美元","河北",7415.9,9206.8,-19.5,27
2009,"01","出口","万美元","山西",432,792.1,-45.5,27
2009,"01","出口","万美元","内蒙古",2218.3,2402.7,-7.7,27
2009,"01","出口","万美元","辽宁",31325.3,33334.9,-6,27
2009,"01","出口","万美元","吉林",7662.6,9220.5,-16.9,27
2009,"01","出口","万美元","黑龙江",7134.7,7643.9,-6.7,27
2009,"01","出口","万美元","上海",8279.3,10493.7,-21.1,27
2009,"01","出口","万美元","江苏",12979.2,15982.4,-18.8,27
2009,"01","出口","万美元","浙江",25656.6,29586.3,-13.3,27
2009,"01","出口","万美元","安徽",3622.4,4269.8,-15.2,27
2009,"01","出口","万美元","福建",29007.2,30201.3,-4,27
2009,"01","出口","万美元","江西",1570.2,1906.2,-17.6,27
2009,"01","出口","万美元","山东",80027.3,90992.4,-12.1,27
2009,"01","出口","万美元","河南",3140.5,4559,-31.1,27
2009,"01","出口","万美元","湖北",4544.3,5029.1,-9.6,27
2009,"01","出口","万美元","湖南",2746,3569.9,-23.1,27
2009,"01","出口","万美元","广东",34320.8,37976.4,-9.6,27
2009,"01","出口","万美元","广西",7363.5,7087.1,3.9,27
2009,"01","出口","万美元","海南",3110,3652.6,-14.9,27
2009,"01","出口","万美元","重庆",1174.1,1168.2,0.5,27
2009,"01","出口","万美元","四川",4349.1,4992.4,-12.9,27
2009,"01","出口","万美元","贵州",560.1,553.5,1.2,27
2009,"01","出口","万美元","云南",5645.6,5465.4,3.3,27
2009,"01","出口","万美元","西藏",132.1,294.5,-55.1,27
2009,"01","出口","万美元","陕西",4896,10048.3,-51.3,27
2009,"01","出口","万美元","甘肃",1662.1,2765.2,-39.9,27
2009,"01","出口","万美元","青海",116.9,35.4,230.4,27
2009,"01","出口","万美元","宁夏",170.8,294.2,-41.9,27
2009,"01","出口","万美元","新疆",8924.7,7769.5,14.9,27
2009,"01","进口","万美元","北京",18958.7,57098.7,-66.8,28
2009,"01","进口","万美元","天津",11818.3,25148.3,-53,28
2009,"01","进口","万美元","河北",14336.6,17606.6,-18.6,28
2009,"01","进口","万美元","山西",8.8,70.2,-87.5,28
2009,"01","进口","万美元","内蒙古",385.7,847.4,-54.5,28
2009,"01","进口","万美元","辽宁",9733.3,15292.6,-36.4,28
2009,"01","进口","万美元","吉林",4778.2,5842.6,-18.2,28
2009,"01","进口","万美元","黑龙江",8434.4,1261.3,568.7,28
2009,"01","进口","万美元","上海",41160.6,65065,-36.7,28
2009,"01","进口","万美元","江苏",30055.5,38803.9,-22.5,28
2009,"01","进口","万美元","浙江",14900.3,28984.3,-48.6,28
2009,"01","进口","万美元","安徽",2301.5,3660,-37.1,28
2009,"01","进口","万美元","福建",12493,21826.1,-42.8,28
2009,"01","进口","万美元","江西",7.9,102.1,-92.3,28
2009,"01","进口","万美元","山东",45162.7,67743.1,-33.3,28
2009,"01","进口","万美元","河南",4681.4,7943.8,-41.1,28
2009,"01","进口","万美元","湖北",1002.8,2520.1,-60.2,28
2009,"01","进口","万美元","湖南",2101.3,1520.7,38.2,28
2009,"01","进口","万美元","广东",50568.9,63685.7,-20.6,28
2009,"01","进口","万美元","广西",11628.2,17055.4,-31.8,28
2009,"01","进口","万美元","海南",878.7,423.5,107.5,28
2009,"01","进口","万美元","重庆",376,4594.1,-91.8,28
2009,"01","进口","万美元","四川",468.8,2623.8,-82.1,28
2009,"01","进口","万美元","贵州",NA,7.2,NA,28
2009,"01","进口","万美元","云南",2653.6,2619.1,1.3,28
2009,"01","进口","万美元","西藏",14.6,6.9,111.8,28
2009,"01","进口","万美元","陕西",320.3,146.2,119.1,28
2009,"01","进口","万美元","甘肃",112.6,41,174.7,28
2009,"01","进口","万美元","青海",NA,NA,NA,28
2009,"01","进口","万美元","宁夏",79.9,NA,NA,28
2009,"01","进口","万美元","新疆",664.3,2610.7,-74.6,28
