"year","month","type","currency","V0","V1","V2","V3","page"
2003,"12","出口","万美元","北京",100520.3,76567.9,31.3,16
2003,"12","出口","万美元","天津",48049.2,35340.1,36,16
2003,"12","出口","万美元","河北",57643.5,52936,8.9,16
2003,"12","出口","万美元","山西",10991.4,7710.2,42.6,16
2003,"12","出口","万美元","内蒙古",30924.5,22456.2,37.7,16
2003,"12","出口","万美元","辽宁",171823.3,144119.5,19.2,16
2003,"12","出口","万美元","吉林",131201.7,102200,28.4,16
2003,"12","出口","万美元","黑龙江",67505.1,39724.5,69.9,16
2003,"12","出口","万美元","上海",67313.2,61455.7,9.5,16
2003,"12","出口","万美元","江苏",79965.3,65628.9,21.8,16
2003,"12","出口","万美元","浙江",178028,154089.4,15.5,16
2003,"12","出口","万美元","安徽",29098.4,24692.9,17.8,16
2003,"12","出口","万美元","福建",128671.9,129580.8,-0.7,16
2003,"12","出口","万美元","江西",9838.9,10803.6,-8.9,16
2003,"12","出口","万美元","山东",474815.1,392428.4,21,16
2003,"12","出口","万美元","河南",32054.6,23120.8,38.6,16
2003,"12","出口","万美元","湖北",22762.7,16842.8,35.1,16
2003,"12","出口","万美元","湖南",18764.7,15436.4,21.6,16
2003,"12","出口","万美元","广东",289597.2,268280.2,7.9,16
2003,"12","出口","万美元","广西",27532.5,22107.2,24.5,16
2003,"12","出口","万美元","海南",9832.3,9723.4,1.1,16
2003,"12","出口","万美元","重庆",8365.2,7612,9.9,16
2003,"12","出口","万美元","四川",29957.9,26435.2,13.3,16
2003,"12","出口","万美元","贵州",5434.6,5763.1,-5.7,16
2003,"12","出口","万美元","云南",37127.4,30341.5,22.4,16
2003,"12","出口","万美元","西藏",1333.6,628.7,112.1,16
2003,"12","出口","万美元","陕西",14266.7,11018,29.5,16
2003,"12","出口","万美元","甘肃",6962.4,5436.4,28.1,16
2003,"12","出口","万美元","青海",631.6,546,15.7,16
2003,"12","出口","万美元","宁夏",1177.1,1287.3,-8.6,16
2003,"12","出口","万美元","新疆",32149.6,37540.3,-14.4,16
