"year","month","type","currency","V0","V1","V2","V3","page"
2018,"02","出口","万美元",NA,22727.7,16908.7,34.4,30
2018,"02","出口","万美元",NA,14826.2,12486.2,18.7,30
2018,"02","出口","万美元",NA,24257.3,22743.2,6.7,30
2018,"02","出口","万美元",NA,2068.2,1469.1,40.8,30
2018,"02","出口","万美元",NA,15177.3,12883.6,17.8,30
2018,"02","出口","万美元",NA,85865.1,71115.5,20.7,30
2018,"02","出口","万美元",NA,18631.4,18966.3,-1.8,30
2018,"02","出口","万美元",NA,13674.8,12443.7,9.9,30
2018,"02","出口","万美元",NA,26211.5,23895.2,9.7,30
2018,"02","出口","万美元",NA,61007.1,54964.1,11,30
2018,"02","出口","万美元",NA,95005.2,66124.2,43.7,30
2018,"02","出口","万美元",NA,20894.4,16502.7,26.6,30
2018,"02","出口","万美元",NA,167571.9,127558.2,31.4,30
2018,"02","出口","万美元",NA,9952.8,10078.2,-1.2,30
2018,"02","出口","万美元",NA,256513.7,246988,3.9,30
2018,"02","出口","万美元",NA,35289.1,20230.7,74.4,30
2018,"02","出口","万美元",NA,21748.2,21392.2,1.7,30
2018,"02","出口","万美元",NA,20342.9,13951,45.8,30
2018,"02","出口","万美元",NA,142086.5,119215.1,19.2,30
2018,"02","出口","万美元",NA,34742.4,27122.2,28.1,30
2018,"02","出口","万美元",NA,7215,7373.2,-2.1,30
2018,"02","出口","万美元",NA,4587,4375.5,4.8,30
2018,"02","出口","万美元",NA,12902,10161.1,27,30
2018,"02","出口","万美元",NA,4711.1,6192.5,-23.9,30
2018,"02","出口","万美元",NA,48662.3,47310.7,2.9,30
2018,"02","出口","万美元",NA,121.2,769,-84.2,30
2018,"02","出口","万美元",NA,11462.7,7783.9,47.3,30
2018,"02","出口","万美元",NA,4841.1,5612.9,-13.8,30
2018,"02","出口","万美元",NA,337,399.7,-15.7,30
2018,"02","出口","万美元",NA,2380.5,1640.3,45.1,30
2018,"02","出口","万美元",NA,13608.4,10293.4,32.2,30
2018,"02","进口","万美元",NA,239210.9,215645.9,10.9,31
2018,"02","进口","万美元",NA,84040.8,64826.2,29.6,31
2018,"02","进口","万美元",NA,62692.8,49287.5,27.2,31
2018,"02","进口","万美元",NA,329.1,216.8,51.8,31
2018,"02","进口","万美元",NA,16725.8,13343.2,25.4,31
2018,"02","进口","万美元",NA,86079.8,93885.4,-8.3,31
2018,"02","进口","万美元",NA,14452,4801,201,31
2018,"02","进口","万美元",NA,27769,25391.2,9.4,31
2018,"02","进口","万美元",NA,320917,263283.6,21.9,31
2018,"02","进口","万美元",NA,247286.7,208107.7,18.8,31
2018,"02","进口","万美元",NA,102481.2,88191.8,16.2,31
2018,"02","进口","万美元",NA,50969.1,40030.7,27.3,31
2018,"02","进口","万美元",NA,111422,110535.7,0.8,31
2018,"02","进口","万美元",NA,2426.1,1699.9,42.7,31
2018,"02","进口","万美元",NA,207202.2,222374.1,-6.8,31
2018,"02","进口","万美元",NA,17431.3,21447.9,-18.7,31
2018,"02","进口","万美元",NA,7096.2,7473.3,-5,31
2018,"02","进口","万美元",NA,23387.7,10334.1,126.3,31
2018,"02","进口","万美元",NA,331718.2,278709.8,19,31
2018,"02","进口","万美元",NA,96161.7,86192.9,11.6,31
2018,"02","进口","万美元",NA,3340.5,2231.5,49.7,31
2018,"02","进口","万美元",NA,17348.6,9640.5,80,31
2018,"02","进口","万美元",NA,9664.5,12539.6,-22.9,31
2018,"02","进口","万美元",NA,10.8,443.9,-97.6,31
2018,"02","进口","万美元",NA,18259.1,11632.3,57,31
2018,"02","进口","万美元",NA,155.6,178.7,-12.9,31
2018,"02","进口","万美元",NA,5208.8,6656.3,-21.7,31
2018,"02","进口","万美元",NA,510,454.1,12.3,31
2018,"02","进口","万美元",NA,93,217.9,-57.3,31
2018,"02","进口","万美元",NA,520,517.2,0.5,31
2018,"02","进口","万美元",NA,11329,8100.8,39.9,31
